0;72
1000;112
2000;113
3000;110
4000;106
5000;100
6000;91
7000;93
8000;60
9000;35
10000;33
11000;32
12000;31
13000;30
14000;55
15000;31
16000;43
17000;24
18000;24
19000;24
20000;41
