2,9914;100
4,9864;225
8,9757;400
13,9622;625
20,9438;900
30,9171;1225
37,8985;1600
49,6042;2025
62,9413;2500
78,4991;3025
95,1648;3600
112,7913;4225
128,5062;4900
148,3574;5625
165,446;6400
219,4134;7225
213,4291;8100
253,9146;9025
258,5539;10000
