2,0902;100
0,9963;225
1,9944;400
2,9909;625
5,5289;900
5,9861;1225
8,0165;1600
10,5799;2025
14,2666;2500
17,6994;3025
21,94;3600
26,1661;4225
30,8791;4900
35,9038;5625
51,9494;6400
47,8716;7225
53,173;8100
60,527;9025
65,8236;10000
