0,00444746;225
0,005837917;400
0,01004362;625
0,01540852;900
0,02270126;1225
0,02964401;1600
0,04151821;2025
0,04965305;2500
0,05924416;3025
0,07627296;3600
0,09040833;4225
0,08799934;4900
0,0995121;5625
0,1193409;6400
0,1293163;7225
0,1472626;8100
0,1634083;9025
0,1902313;10000
0,195015;11025
